,R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,Format,Referee,date,location,Fight_type,Winner,Red_Fighter_Height,Red_Fighter_Weight,Red_Fighter_Reach,Red_Fighter_Stance,Blue_Fighter_Height,Blue_Fighter_Weight,Blue_Fighter_Reach,Blue_Fighter_Stance,Red_Fighter_Age,Blue_Fighter_Age,Blue_wins,Red_wins,Blue_losses,Red_losses,win_by_,Win_Model,R_fighter_,B_fighter_,Referee_,location_,Fight_type_,Format_,Winner_Code
3920,Paulo Thiago,Jacob Volkmann,2,0,0.44,0.42,0.51,0.72,0.5,0.25,0,1,7,2,1,1,0.33,0.44,0.9,0.4,1.0,0.38,0.67,0.38,0.47,0.89,Decision - Unanimous,3 Rnd (5-5-5),Steve Mazzagatti,2009-11-21,"Las Vegas, Nevada, USA",Welterweight Bout,Paulo Thiago,180.34,77.11,185.42,2,175.26,70.31,180.34,4,28,29,0,1,0,1,3,0,988,681,164,73,106,13,949
3921,Rogerio Nogueira,Luiz Cane,1,0,0.5,0.21,0.5,0.21,0.0,0.0,0,0,0,0,0,0,0.46,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Steve Mazzagatti,2009-11-21,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Rogerio Nogueira,187.96,92.99,190.5,4,187.96,83.91,195.58,4,33,28,3,0,1,0,1,0,1067,1044,164,73,5,13,1029
3922,Amir Sadollah,Phil Baroni,0,0,0.6,0.36,0.62,0.52,0.0,0.25,0,0,0,0,0,0,0.45,0.33,0.73,0.58,0.91,0.0,0.63,0.52,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Yves Lavigne,2009-11-21,"Las Vegas, Nevada, USA",Welterweight Bout,Amir Sadollah,177.8,77.11,187.96,2,175.26,77.11,182.88,2,29,33,3,1,5,1,3,0,60,1318,189,73,106,13,59
3923,Ben Saunders,Marcus Davis,0,0,0.56,0.33,0.62,0.5,0.0,0.0,0,0,0,0,0,0,0.38,0.16,0.86,1.0,1.0,1.0,0.71,0.71,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Josh Rosenthal,2009-11-21,"Las Vegas, Nevada, USA",Welterweight Bout,Ben Saunders,187.96,77.11,195.58,2,177.8,77.11,177.8,4,26,36,8,3,3,1,1,0,115,1091,93,73,106,13,111
3924,Kendall Grove,Jake Rosholt,0,0,0.37,0.41,0.67,0.44,1.0,0.75,1,1,0,2,0,0,0.17,0.25,1.0,0.67,0.0,1.0,1.0,0.8,1.0,0.33,Submission,3 Rnd (5-5-5),Mario Yamasaki,2009-11-21,"Las Vegas, Nevada, USA",Middleweight Bout,Kendall Grove,198.12,83.91,200.66,2,185.42,92.99,187.96,2,27,27,1,5,1,3,4,0,709,689,121,73,7,13,672
3925,Brian Foster,Brock Larson,0,0,0.44,0.42,0.61,0.74,0.5,0.33,0,1,4,0,0,0,0.39,0.42,0.75,0.5,1.0,0.0,0.5,0.75,0.54,0.5,KO/TKO,3 Rnd (5-5-5),Yves Lavigne,2009-11-21,"Las Vegas, Nevada, USA",Welterweight Bout,Brian Foster,175.26,77.11,180.34,2,180.34,77.11,180.34,4,25,32,3,0,2,1,1,0,150,215,189,73,106,13,139
3927,George Sotiropoulos,Jason Dent,0,0,0.27,0.36,0.41,0.55,1.0,0.0,2,0,7,0,0,0,0.26,0.3,0.43,0.75,1.0,1.0,0.0,1.0,0.54,0.67,Submission,3 Rnd (5-5-5),Yves Lavigne,2009-11-21,"Las Vegas, Nevada, USA",Lightweight Bout,George Sotiropoulos,177.8,70.31,180.34,2,177.8,70.31,180.34,2,32,29,1,3,2,0,4,0,429,720,189,73,6,13,413
3928,Randy Couture,Brandon Vera,0,1,0.53,0.52,0.61,0.64,0.1,0.5,0,0,0,1,0,0,0.36,0.32,1.0,0.91,1.0,0.78,0.69,0.62,0.0,0.4,Decision - Unanimous,3 Rnd (5-5-5),Marc Goddard,2009-11-14,"Manchester, England, United Kingdom",Light Heavyweight Bout,Randy Couture,185.42,92.99,190.5,2,190.5,104.33,193.04,2,46,32,7,13,3,7,3,0,1019,195,115,81,5,13,981
3929,Dan Hardy,Mike Swick,0,0,0.49,0.38,0.65,0.54,0.25,0.0,0,1,0,0,0,0,0.33,0.25,0.76,0.71,0.6,0.6,0.78,0.54,0.67,0.0,Decision - Unanimous,3 Rnd (5-5-5),Kevin Mulhall,2009-11-14,"Manchester, England, United Kingdom",Welterweight Bout,Dan Hardy,182.88,77.11,187.96,2,185.42,77.11,195.58,2,27,30,9,3,1,0,3,0,270,1198,99,81,106,13,253
3930,Michael Bisping,Denis Kang,0,1,0.34,0.2,0.45,0.36,1.0,0.0,1,0,0,6,0,0,0.3,0.17,0.75,0.5,1.0,0.33,0.67,0.0,0.37,0.45,KO/TKO,3 Rnd (5-5-5),Dan Miragliotta,2009-11-14,"Manchester, England, United Kingdom",Middleweight Bout,Michael Bisping,185.42,83.91,190.5,2,180.34,83.91,195.58,2,30,32,1,7,1,2,1,0,869,432,31,81,7,13,832
3931,Matt Brown,James Wilks,1,0,0.6,0.35,0.69,0.6,0.0,0.1,3,3,2,2,0,2,0.56,0.3,0.89,0.5,0.5,0.62,0.46,0.6,0.76,0.0,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2009-11-14,"Manchester, England, United Kingdom",Welterweight Bout,Matt Brown,182.88,77.11,190.5,2,185.42,77.11,190.5,2,28,31,1,3,0,1,1,0,842,703,109,81,106,13,805
3933,John Hathaway,Paul Taylor,0,0,0.54,0.26,0.72,0.44,0.83,0.0,0,1,3,0,0,0,0.48,0.08,0.83,1.0,1.0,0.6,0.5,0.67,0.55,0.0,Decision - Unanimous,3 Rnd (5-5-5),Kevin Mulhall,2009-11-14,"Manchester, England, United Kingdom",Welterweight Bout,John Hathaway,185.42,77.11,190.5,2,182.88,70.31,182.88,2,22,29,3,2,3,0,3,0,601,1303,99,81,106,13,577
3934,Terry Etim,Shannon Gugerty,0,0,0.29,0.26,0.3,0.35,0.0,0.5,1,0,0,0,0,0,0.12,0.13,0.0,0.5,0.86,0.67,1.0,0.0,0.0,1.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2009-11-14,"Manchester, England, United Kingdom",Lightweight Bout,Terry Etim,185.42,70.31,185.42,2,177.8,70.31,180.34,2,23,27,2,4,1,2,4,0,1197,1526,31,81,6,13,1152
3935,Nick Osipczak,Matthew Riddle,0,0,0.45,0.51,0.67,0.67,0.0,0.33,1,0,4,1,2,0,0.44,0.32,0.6,0.83,0.45,0.86,0.44,0.67,0.57,0.56,KO/TKO,3 Rnd (5-5-5),Marc Goddard,2009-11-14,"Manchester, England, United Kingdom",Welterweight Bout,Nick Osipczak,187.96,77.11,193.04,2,185.42,77.11,187.96,4,24,23,3,1,0,0,1,0,938,1146,115,81,106,13,905
3936,Dennis Siver,Paul Kelly,2,0,0.23,0.14,0.26,0.17,0.0,0.33,0,0,0,1,0,0,0.19,0.12,0.44,0.67,0.6,0.33,0.31,0.62,0.5,0.0,KO/TKO,3 Rnd (5-5-5),Dan Miragliotta,2009-11-14,"Manchester, England, United Kingdom",Lightweight Bout,Dennis Siver,167.64,65.77,177.8,2,175.26,70.31,177.8,2,30,25,3,3,1,3,1,0,320,1299,31,81,6,13,301
3937,Alexander Gustafsson,Jared Hamman,1,0,0.26,0.35,0.26,0.35,0.0,0.0,0,0,0,0,0,0,0.26,0.23,0.0,0.0,0.0,1.0,0.0,0.0,0.57,0.0,KO/TKO,3 Rnd (5-5-5),Kevin Mulhall,2009-11-14,"Manchester, England, United Kingdom",Light Heavyweight Bout,Alexander Gustafsson,195.58,92.99,200.66,2,190.5,83.91,190.5,2,22,27,0,0,0,0,1,0,41,710,99,81,5,13,40
3938,Andre Winner,Rolando Delgado,2,0,0.5,0.24,0.5,0.28,0.0,0.0,0,0,0,0,0,0,0.42,0.14,0.4,0.62,1.0,1.0,1.0,0.38,0.67,0.0,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2009-11-14,"Manchester, England, United Kingdom",Lightweight Bout,Andre Winner,180.34,70.31,185.42,2,190.5,70.31,195.58,2,28,27,1,0,1,1,1,0,66,1418,109,81,6,13,65
3939,Lyoto Machida,Mauricio Rua,0,0,0.32,0.54,0.35,0.55,0.0,0.0,0,0,0,0,0,0,0.18,0.33,0.66,0.55,0.21,0.69,0.48,0.78,0.0,0.0,Decision - Unanimous,5 Rnd (5-5-5-5-5),Herb Dean,2009-10-24,"Los Angeles, California, USA",UFC Light Heavyweight Title Bout,Lyoto Machida,185.42,83.91,187.96,4,185.42,92.99,193.04,2,31,27,2,7,1,0,3,0,784,1148,63,78,40,15,747
3940,Cain Velasquez,Ben Rothwell,0,0,0.65,0.14,0.71,0.14,1.0,0.0,0,0,3,0,0,0,0.63,0.14,1.0,0.0,1.0,0.0,0.0,0.0,0.71,0.0,KO/TKO,3 Rnd (5-5-5),Steve Mazzagatti,2009-10-24,"Los Angeles, California, USA",Heavyweight Bout,Cain Velasquez,185.42,108.86,195.58,2,193.04,120.2,198.12,2,27,28,0,4,0,0,1,0,168,157,164,78,4,13,154
3941,Gleison Tibau,Josh Neer,0,0,0.18,0.24,0.26,0.38,0.78,0.0,2,0,3,0,0,0,0.18,0.15,0.33,0.62,0.0,0.58,0.5,0.33,0.33,0.33,Decision - Unanimous,3 Rnd (5-5-5),Josh Rosenthal,2009-10-24,"Los Angeles, California, USA",Lightweight Bout,Gleison Tibau,177.8,70.31,180.34,4,180.34,77.11,182.88,2,26,26,4,5,5,4,3,0,445,887,93,78,6,13,429
3942,Joe Stevenson,Spencer Fisher,0,0,0.52,0.31,0.63,0.39,0.28,0.0,0,0,2,0,0,0,0.55,0.1,0.0,0.67,0.0,0.78,1.0,0.5,0.8,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2009-10-24,"Los Angeles, California, USA",Lightweight Bout,Joe Stevenson,170.18,65.77,177.8,2,170.18,70.31,177.8,4,27,33,8,7,3,4,1,0,593,1544,63,78,6,13,569
3943,Anthony Johnson,Yoshiyuki Yoshida,1,0,0.5,0.0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0.47,0.0,1.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Steve Mazzagatti,2009-10-24,"Los Angeles, California, USA",Welterweight Bout,Anthony Johnson,187.96,92.99,198.12,2,180.34,77.11,177.8,4,25,35,2,4,1,2,1,0,80,1730,164,78,106,13,76
3944,Ryan Bader,Eric Schafer,2,0,0.31,0.21,0.39,0.33,0.75,0.0,0,1,1,0,0,0,0.29,0.21,1.0,0.33,0.83,1.0,0.71,1.0,0.5,0.0,Decision - Unanimous,3 Rnd (5-5-5),Josh Rosenthal,2009-10-24,"Los Angeles, California, USA",Light Heavyweight Bout,Ryan Bader,187.96,92.99,187.96,2,190.5,83.91,190.5,2,26,32,3,2,2,0,3,0,1095,520,93,78,5,13,1053
3945,Pat Barry,Antoni Hardonk,1,0,0.45,0.4,0.47,0.4,0.0,0.0,0,0,2,0,0,0,0.42,0.15,0.6,0.4,0.75,0.75,0.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Josh Rosenthal,2009-10-24,"Los Angeles, California, USA",Heavyweight Bout,Pat Barry,180.34,106.59,187.96,2,193.04,111.13,198.12,2,30,33,4,1,3,1,1,0,970,122,93,78,4,13,932
3946,Chael Sonnen,Yushin Okami,0,0,0.32,0.16,0.43,0.18,0.57,0.0,0,1,2,0,0,0,0.19,0.15,0.3,0.5,0.82,1.0,0.86,0.0,0.5,0.0,Decision - Unanimous,3 Rnd (5-5-5),Steve Mazzagatti,2009-10-24,"Los Angeles, California, USA",Middleweight Bout,Chael Sonnen,185.42,92.99,187.96,4,187.96,77.11,190.5,4,32,28,7,2,1,3,3,0,185,1736,164,78,7,13,172
3947,Jorge Rivera,Rob Kimmons,1,0,0.48,0.42,0.6,0.73,0.0,0.33,0,0,2,1,0,0,0.43,0.3,0.93,0.89,0.0,1.0,0.59,0.57,0.52,0.25,KO/TKO,3 Rnd (5-5-5),Jason Herzog,2009-10-24,"Los Angeles, California, USA",Middleweight Bout,Jorge Rivera,185.42,83.91,185.42,2,177.8,83.91,185.42,2,37,28,2,5,1,5,1,0,633,1393,69,78,7,13,610
3948,Kyle Kingsbury,Razak Al-Hassan,0,0,0.25,0.39,0.51,0.48,0.33,0.25,0,0,3,1,0,1,0.12,0.26,0.6,0.54,0.58,0.69,0.56,0.33,0.5,0.0,Decision - Split,3 Rnd (5-5-5),Jason Herzog,2009-10-24,"Los Angeles, California, USA",Light Heavyweight Bout,Kyle Kingsbury,193.04,92.99,193.04,2,177.8,78.93,200.66,2,27,24,0,0,1,1,5,0,738,1354,69,78,5,13,700
3949,Stefan Struve,Chase Gormley,0,0,0.75,0.34,0.78,0.36,1.0,1.0,3,1,1,0,1,0,0.64,0.25,0.0,0.57,1.0,0.0,0.0,1.0,0.7,0.33,Submission,3 Rnd (5-5-5),Jason Herzog,2009-10-24,"Los Angeles, California, USA",Heavyweight Bout,Stefan Struve,210.82,120.2,213.36,2,190.5,119.75,195.58,2,21,26,0,1,0,1,4,0,1162,266,69,78,4,13,1122
3950,Vitor Belfort,Rich Franklin,0,0,0.4,0.21,0.41,0.21,0.0,0.0,0,0,0,0,0,0,0.37,0.0,0.0,0.67,1.0,1.0,0.0,0.0,0.8,0.0,KO/TKO,3 Rnd (5-5-5),Yves Lavigne,2009-09-19,"Dallas, Texas, USA",Catch Weight Bout,Vitor Belfort,182.88,83.91,187.96,4,185.42,83.91,190.5,4,32,34,12,7,3,4,1,0,1265,1376,189,43,1,13,1216
3951,Junior Dos Santos,Mirko Cro Cop,0,0,0.44,0.44,0.49,0.47,0.0,0.0,0,0,0,0,0,0,0.27,0.36,0.76,0.56,1.0,1.0,0.64,0.44,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Dan Miragliotta,2009-09-19,"Dallas, Texas, USA",Heavyweight Bout,Junior Dos Santos,193.04,107.95,195.58,2,187.96,104.33,185.42,4,25,35,2,2,2,0,1,0,666,1209,31,43,4,13,636
3952,Paul Daley,Martin Kampmann,0,0,0.42,0.34,0.45,0.34,0.0,0.0,0,0,0,0,0,0,0.42,0.28,0.67,1.0,0.0,0.0,0.62,0.57,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Yves Lavigne,2009-09-19,"Dallas, Texas, USA",Welterweight Bout,Paul Daley,175.26,77.11,193.04,2,182.88,77.11,182.88,2,26,27,6,0,1,0,1,0,980,1116,189,43,106,13,941
3953,Josh Koscheck,Frank Trigg,1,0,0.52,0.11,0.53,0.11,0.0,0.0,0,0,0,0,0,0,0.57,0.14,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2009-09-19,"Dallas, Texas, USA",Welterweight Bout,Josh Koscheck,177.8,77.11,185.42,2,175.26,77.11,180.34,4,31,37,2,10,3,4,1,0,646,564,109,43,106,13,619
3954,Tyson Griffin,Hermes Franca,1,0,0.44,0.15,0.47,0.17,0.0,0.0,0,0,0,0,0,0,0.35,0.08,0.64,0.5,0.79,0.62,0.4,0.2,0.5,0.0,KO/TKO,3 Rnd (5-5-5),Dan Miragliotta,2009-09-19,"Dallas, Texas, USA",Lightweight Bout,Tyson Griffin,167.64,65.77,172.72,2,167.64,70.31,180.34,2,25,35,6,6,4,2,1,0,1247,638,31,43,6,13,1199
3955,Efrain Escudero,Cole Miller,1,0,0.31,0.11,0.31,0.11,1.0,0.0,0,0,0,0,0,0,0.3,0.07,0.0,0.29,0.4,0.33,0.0,0.0,0.67,0.0,KO/TKO,3 Rnd (5-5-5),Yves Lavigne,2009-09-19,"Dallas, Texas, USA",Lightweight Bout,Efrain Escudero,175.26,70.31,177.8,2,185.42,65.77,187.96,2,23,25,4,1,1,0,1,0,368,324,189,43,6,13,350
3956,Tomasz Drwal,Drew McFedries,0,0,0.42,0.36,0.45,0.37,0.42,0.0,1,0,4,0,0,0,0.36,0.3,0.0,1.0,1.0,0.75,0.6,1.0,0.43,0.0,Submission,3 Rnd (5-5-5),Leon Roberts,2009-09-19,"Dallas, Texas, USA",Middleweight Bout,Tomasz Drwal,185.42,92.99,193.04,2,182.88,83.91,182.88,4,27,31,4,2,4,1,4,0,1230,476,109,43,7,13,1183
3957,Jim Miller,Steve Lopez,1,0,0.34,0.12,0.41,0.25,0.0,0.0,1,0,0,0,0,0,0.3,0.1,0.0,0.29,1.0,0.0,1.0,0.0,0.5,0.0,KO/TKO,3 Rnd (5-5-5),Don Turnage,2009-09-19,"Dallas, Texas, USA",Lightweight Bout,Jim Miller,172.72,70.31,180.34,4,180.34,70.31,184.85,2,26,25,0,3,0,1,1,0,571,1559,42,43,6,13,550
3958,Nik Lentz,Rafaello Oliveira,0,0,0.49,0.26,0.63,0.48,0.8,0.57,4,0,2,0,0,1,0.36,0.24,0.89,0.5,0.62,0.67,0.62,0.32,0.75,0.31,Decision - Unanimous,3 Rnd (5-5-5),Kerry Hatley,2009-09-19,"Dallas, Texas, USA",Lightweight Bout,Nik Lentz,172.72,70.31,172.72,2,172.72,70.31,180.34,2,25,27,0,0,0,0,3,0,945,1335,96,43,6,13,911
3959,Rick Story,Brian Foster,0,0,0.3,0.12,0.45,0.28,0.75,0.0,1,1,5,0,0,0,0.25,0.1,0.8,0.5,1.0,0.0,0.67,0.2,0.54,0.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2009-09-19,"Dallas, Texas, USA",Welterweight Bout,Rick Story,175.26,77.11,180.34,4,175.26,77.11,180.34,2,25,25,0,0,0,1,4,0,1049,204,31,43,106,13,1011
3960,Eliot Marshall,Jason Brilz,0,0,0.24,0.25,0.38,0.44,0.0,0.0,0,0,0,0,0,0,0.22,0.18,0.75,1.0,1.0,0.89,0.5,0.35,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Don Turnage,2009-09-19,"Dallas, Texas, USA",Light Heavyweight Bout,Eliot Marshall,187.96,92.99,195.58,2,180.34,92.99,180.34,2,29,34,2,2,0,0,5,0,372,717,42,43,5,13,353
3961,Vladimir Matyushenko,Igor Pokrajac,0,0,0.41,0.26,0.6,0.36,0.8,0.5,1,0,5,2,1,1,0.38,0.19,1.0,1.0,1.0,0.67,0.6,0.75,0.5,1.0,Decision - Unanimous,3 Rnd (5-5-5),Leon Roberts,2009-09-19,"Dallas, Texas, USA",Light Heavyweight Bout,Vladimir Matyushenko,182.88,92.99,187.96,2,182.88,92.99,193.04,2,38,30,0,3,0,2,3,0,1268,658,109,43,5,13,1220
3962,Rafael Dos Anjos,Rob Emerson,0,0,0.31,0.15,0.42,0.19,0.16,0.0,0,0,3,0,0,0,0.17,0.1,0.38,0.2,0.88,0.91,0.4,0.43,0.28,0.33,Decision - Unanimous,3 Rnd (5-5-5),Kerry Hatley,2009-09-19,"Dallas, Texas, USA",Lightweight Bout,Rafael Dos Anjos,172.72,77.11,177.8,4,175.26,70.31,177.8,2,24,28,2,0,2,2,3,0,1009,1391,96,43,6,13,971
3963,Nate Diaz,Melvin Guillard,0,1,0.28,0.26,0.34,0.28,1.0,1.0,2,0,0,0,0,0,0.21,0.14,0.67,1.0,0.8,1.0,0.75,0.6,0.0,0.0,Submission,3 Rnd (5-5-5),Herb Dean,2009-09-16,"Oklahoma City, Oklahoma, USA",Lightweight Bout,Nate Diaz,182.88,77.11,193.04,4,175.26,70.31,172.72,2,24,26,5,5,3,2,4,0,926,1156,63,104,6,13,891
3964,Gray Maynard,Roger Huerta,0,0,0.29,0.24,0.43,0.32,0.42,0.0,1,0,1,0,0,0,0.26,0.16,0.8,0.36,0.0,0.72,0.6,0.62,1.0,1.0,Decision - Split,3 Rnd (5-5-5),Dan Miragliotta,2009-09-16,"Oklahoma City, Oklahoma, USA",Lightweight Bout,Gray Maynard,175.26,70.31,177.8,2,175.26,70.31,177.8,2,30,26,6,5,1,1,5,0,451,1413,31,104,6,13,435
3965,Carlos Condit,Jake Ellenberger,0,2,0.38,0.47,0.76,0.59,0.5,0.75,1,3,7,0,2,3,0.34,0.45,0.71,0.5,0.5,1.0,0.44,0.45,0.59,0.57,Decision - Split,3 Rnd (5-5-5),Leon Roberts,2009-09-16,"Oklahoma City, Oklahoma, USA",Welterweight Bout,Carlos Condit,187.96,77.11,190.5,2,175.26,77.11,180.34,2,25,24,0,0,0,1,5,0,175,684,109,104,106,13,162
3966,Nate Quarry,Tim Credeur,2,1,0.4,0.24,0.55,0.3,0.0,0.0,0,1,1,1,0,0,0.35,0.2,0.4,0.88,0.91,1.0,0.25,0.0,0.26,0.67,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2009-09-16,"Oklahoma City, Oklahoma, USA",Middleweight Bout,Nate Quarry,182.88,83.91,182.88,1,190.5,83.91,190.5,2,37,32,3,6,0,2,3,0,930,1613,63,104,7,13,895
3967,Brian Stann,Steve Cantwell,0,0,0.24,0.22,0.27,0.23,0.0,0.0,0,0,0,0,0,0,0.11,0.13,0.61,0.67,0.94,0.71,0.25,0.5,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Kevin Nix,2009-09-16,"Oklahoma City, Oklahoma, USA",Light Heavyweight Bout,Brian Stann,185.42,92.99,187.96,2,187.96,83.91,190.5,2,28,22,1,0,1,1,3,0,154,1555,100,104,5,13,144
3968,Mike Pyle,Chris Wilson,0,0,0.29,0.34,0.71,0.42,0.33,0.5,2,1,1,0,0,0,0.24,0.3,0.25,0.39,0.75,0.43,0.0,0.53,0.78,0.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2009-09-16,"Oklahoma City, Oklahoma, USA",Welterweight Bout,Mike Pyle,182.88,77.11,187.96,2,185.42,77.11,190.5,2,33,32,1,0,2,1,4,0,895,297,31,104,106,13,860
3969,CB Dollaway,Jay Silva,0,0,0.58,0.43,0.72,0.67,0.6,0.0,2,2,7,1,0,1,0.54,0.38,0.75,0.71,0.0,0.0,0.7,0.33,0.59,0.75,Decision - Unanimous,3 Rnd (5-5-5),Leon Roberts,2009-09-16,"Oklahoma City, Oklahoma, USA",Middleweight Bout,CB Dollaway,187.96,83.91,193.04,2,187.96,102.06,190.5,4,26,28,0,2,0,2,3,0,166,738,109,104,7,13,153
3971,Mike Pierce,Brock Larson,0,0,0.5,0.33,0.8,0.61,0.54,0.0,0,1,1,0,0,0,0.04,0.25,0.67,0.8,1.0,0.0,0.53,0.31,0.81,0.0,Decision - Unanimous,3 Rnd (5-5-5),Tom Jones,2009-09-16,"Oklahoma City, Oklahoma, USA",Welterweight Bout,Mike Pierce,172.72,77.11,177.8,2,180.34,77.11,180.34,4,29,32,3,0,1,0,3,0,894,215,177,104,106,13,859
3972,Ryan Jensen,Steve Steinbeiss,0,0,0.52,0.36,0.73,0.54,1.0,0.0,1,0,1,0,0,0,0.47,0.33,1.0,1.0,1.0,0.0,0.0,0.0,0.56,0.0,Submission,3 Rnd (5-5-5),Gary Ritter,2009-09-16,"Oklahoma City, Oklahoma, USA",Middleweight Bout,Ryan Jensen,185.42,83.91,193.04,2,190.5,83.91,190.5,2,31,28,0,0,0,3,4,0,1098,1562,56,104,7,13,1057
3973,Minotauro Nogueira,Randy Couture,2,0,0.28,0.4,0.62,0.52,0.0,0.0,3,0,4,0,2,1,0.24,0.4,0.67,0.0,1.0,0.67,0.2,0.62,1.0,0.7,Decision - Unanimous,3 Rnd (5-5-5),Mario Yamasaki,2009-08-29,"Portland, Oregon, USA",Heavyweight Bout,Minotauro Nogueira,190.5,108.86,195.58,2,185.42,92.99,190.5,2,33,46,13,2,6,1,3,0,905,1343,121,112,4,13,871
3974,Thiago Silva,Keith Jardine,1,0,0.62,0.17,0.67,0.22,0.0,0.0,0,0,0,0,0,0,0.57,0.07,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2009-08-29,"Portland, Oregon, USA",Light Heavyweight Bout,Thiago Silva,187.96,92.99,187.96,2,187.96,83.91,193.04,2,26,33,6,4,4,1,1,0,1205,949,63,112,5,13,1160
3975,Jake Rosholt,Chris Leben,0,0,0.5,0.32,0.63,0.69,0.75,1.0,1,0,4,1,0,0,0.44,0.21,0.0,0.0,0.83,0.62,0.33,0.0,0.69,0.67,Submission,3 Rnd (5-5-5),Yves Lavigne,2009-08-29,"Portland, Oregon, USA",Middleweight Bout,Jake Rosholt,185.42,92.99,187.96,2,180.34,83.91,187.96,4,26,29,8,0,4,1,4,0,510,287,189,112,7,13,495
3976,Nate Marquardt,Demian Maia,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Dave Hagen,2009-08-29,"Portland, Oregon, USA",Middleweight Bout,Nate Marquardt,182.88,83.91,187.96,2,185.42,77.11,182.88,4,30,31,5,7,0,2,1,0,928,431,36,112,7,13,893
3977,Brandon Vera,Krzysztof Soszynski,0,0,0.46,0.32,0.5,0.38,1.0,0.2,0,0,0,0,0,0,0.21,0.19,0.53,0.67,0.92,0.68,0.72,0.75,1.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2009-08-29,"Portland, Oregon, USA",Light Heavyweight Bout,Brandon Vera,190.5,104.33,193.04,2,185.42,92.99,195.58,1,31,32,3,6,0,3,3,0,143,987,63,112,5,13,133
3978,Aaron Simpson,Ed Herman,1,0,0.5,0.21,0.59,0.36,1.0,0.0,0,0,0,0,0,0,0.47,0.17,0.67,0.67,1.0,0.0,1.0,0.38,0.52,1.0,KO/TKO,3 Rnd (5-5-5),Yves Lavigne,2009-08-29,"Portland, Oregon, USA",Middleweight Bout,Aaron Simpson,182.88,77.11,185.42,2,185.42,92.99,195.58,2,35,28,4,1,4,0,1,0,3,488,189,112,7,13,2
3979,Gabriel Gonzaga,Chris Tuchscherer,1,0,0.81,0.0,0.83,0.0,0.0,0.0,0,0,4,0,0,0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,KO/TKO,3 Rnd (5-5-5),Dave Hagen,2009-08-29,"Portland, Oregon, USA",Heavyweight Bout,Gabriel Gonzaga,187.96,109.77,193.04,2,187.96,117.03,193.04,2,30,33,0,6,0,3,1,0,419,294,36,112,4,13,400
3980,Mike Russow,Justin McCully,0,0,0.58,0.18,0.78,0.42,0.72,0.0,2,0,3,1,1,1,0.53,0.17,1.0,0.0,0.0,0.67,0.0,0.6,0.63,0.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2009-08-29,"Portland, Oregon, USA",Heavyweight Bout,Mike Russow,185.42,115.67,185.42,2,185.42,102.06,185.42,2,32,33,2,0,1,0,3,0,898,921,63,112,4,13,864
3981,Todd Duffee,Tim Hague,1,0,0.8,0.0,0.83,0.0,0.0,0.0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,KO/TKO,3 Rnd (5-5-5),Mario Yamasaki,2009-08-29,"Portland, Oregon, USA",Heavyweight Bout,Todd Duffee,190.5,117.93,200.66,2,193.04,117.93,193.04,2,23,26,1,0,0,0,1,0,1221,1616,121,112,4,13,1175
